ID Caso,ID Caso Relacionado,Año,Mes,Día,Código DANE de Municipio,Municipio,Departamento,Región,Modalidad,Presunto Responsable,Descripción Presunto Responsable,Abandono o Despojo Forzado de Tierras,Amenaza o Intimidación,Ataque Contra Misión Médica,Confinamiento o Restricción a la Movilidad,Desplazamiento Forzado,Extorsión,Lesionados Civiles,Pillaje,Tortura,Violencia Basada en Género,Otro Hecho Simultáneo,Total de Víctimas del Caso,Tipo de Armas,latitud-longitud
290905,CR046198,2000,8,7,20750,SAN DIEGO,CESAR,SERRANIA DEL PERIJA,ENGAÑO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,0,0,0,2,,,6,ARMA DE FUEGO,POINT (-73.2675774662 10.1828373816)
290907,,2000,8,8,50006,ACACIAS,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-73.765936654 3.9901206633)
290908,,2000,8,15,5576,PUEBLORRICO,ANTIOQUIA,SUROESTE ANTIOQUEÑO,ASALTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-75.8407735524 5.7917860324)
290909,CR046211,2000,8,15,5490,NECOCLI,ANTIOQUIA,URABA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,0,0,0,1,,,11,MOTOSIERRA,POINT (-76.6440534844 8.4142915146)
290910,CR013413,2000,8,15,5628,SABANALARGA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,INCURSIÓN,GUERRILLA,FARC,0,1,0,0,0,0,0,1,1,,,4,ND,POINT (-75.8166460917 6.8500258896)
290911,,2000,8,17,5697,EL SANTUARIO,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-75.2658497944 6.1370468581)
290912,,2000,8,18,68264,ENCINO,SANTANDER,PROVINCIA DE GUANENTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,1,0,0,0,0,2,1,0,,,4,ND,POINT (-73.0987380213 6.1374024968)
290913,CR046214,2000,8,19,20178,CHIRIGUANA,CESAR,SERRANIA DEL PERIJA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-73.4894640434 9.3952184011)
290914,,2000,8,19,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,8,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
290915,,2000,8,20,5093,BETULIA,ANTIOQUIA,SUROESTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.94924713 6.2196569796)
290916,,2000,8,20,68464,MOGOTES,SANTANDER,PROVINCIA DE GUANENTA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-72.9698137921 6.4752099528)
290917,,2000,8,20,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,0,0,,,8,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
290918,,2000,8,20,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,8,ARTEFACTO EXPLOSIVO,POINT (-75.581713332 6.246715564)
290919,,2000,8,20,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,1,0,0,,,6,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
290920,,2000,8,23,20178,CHIRIGUANA,CESAR,SERRANIA DEL PERIJA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.4894640434 9.3952184011)
290921,CR046218,2000,8,24,70823,SAN JOSE DE TOLUVIEJO,SUCRE,MONTES DE MARIA,RETÉN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,1,1,0,,,5,ARMA DE FUEGO,POINT (-75.4408217694 9.4518446994)
290922,,2000,8,24,73675,SAN ANTONIO,TOLIMA,SUR DEL TOLIMA,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.480906706 3.912976052)
290923,,2000,8,24,73226,CUNDAY,TOLIMA,SUMAPAZ,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.6922272161 4.059259258)
290924,,2000,8,25,70823,SAN JOSE DE TOLUVIEJO,SUCRE,MONTES DE MARIA,RETÉN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,1,,,5,ND,POINT (-75.4408217694 9.4518446994)
290925,CR122015,2000,8,25,70204,COLOSO,SUCRE,MONTES DE MARIA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,6,ND,POINT (-75.3532567549 9.4941928581)
290926,,2000,8,26,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,9,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
290927,,2000,8,26,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,4,0,0,,,7,ARMA DE FUEGO,POINT (-77.0117402003 3.8758024367)
290928,,2000,8,27,5604,REMEDIOS,ANTIOQUIA,NORDESTE ANTIOQUEÑO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.695944258 7.0260940527)
290929,CR046219,2000,8,27,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,10,ARMA DE FUEGO,POINT (-74.2412861592 11.0066568813)
290931,,2000,8,27,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,10,ND,POINT (-74.1908941206 11.2294335041)
290932,,2000,8,28,68615,RIONEGRO,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.1501469118 7.2650104862)
290933,,2000,8,29,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ATAQUE INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
290934,,2000,8,30,20013,AGUSTIN CODAZZI,CESAR,SERRANIA DEL PERIJA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.2383961682 10.0404579941)
290935,,2000,8,31,76122,CAICEDONIA,VALLE DEL CAUCA,CENTRO DEL VALLE,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,7,ARMA DE FUEGO,POINT (-75.8313733383 4.2373296277)
290936,,2000,8,31,73352,ICONONZO,TOLIMA,SUMAPAZ,RUTA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,6,ND,POINT (-74.5319761897 4.1764362046)
290937,,2000,8,31,68615,RIONEGRO,SANTANDER,MAGDALENA MEDIO,INTERCEPTACIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-73.5761356417 7.6072734372)
290938,,2000,9,2,5642,SALGAR,ANTIOQUIA,SUROESTE ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,1,1,0,0,0,0,0,0,1,,,4,ND,POINT (-75.9820485436 5.9656403102)
290939,CR046226,2000,9,4,19110,BUENOS AIRES,CAUCA,NORTE DEL CAUCA,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,1,,,4,ARMA DE FUEGO,POINT (-76.6004073278 3.0892198862)
290940,,2000,9,6,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-77.0117402003 3.8758024367)
290942,,2000,9,6,76834,TULUA,VALLE DEL CAUCA,CENTRO DEL VALLE,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-76.1976996795 4.0852612385)
290943,,2000,9,7,47980,ZONA BANANERA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.140081844 10.7630268185)
290944,,2000,9,8,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-74.2412861592 11.0066568813)
290945,,2000,9,8,20750,SAN DIEGO,CESAR,SERRANIA DEL PERIJA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,6,,,6,ARMA DE FUEGO,POINT (-73.2675774662 10.1828373816)
290947,,2000,9,8,47980,ZONA BANANERA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,1,0,0,0,,,4,ND,POINT (-74.140081844 10.7630268185)
290948,,2000,9,9,23001,MONTERIA,CORDOBA,ALTO SINU Y SAN JORGE,SICARIATO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.8755779091 8.7451325909)
290949,,2000,9,11,41530,PALESTINA,HUILA,SUR DEL HUILA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-76.1331223473 1.7234441812)
290950,,2000,9,11,27001,QUIBDO,CHOCO,ATRATO,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.5399753604 5.7442659004)
290951,,2000,9,12,76834,TULUA,VALLE DEL CAUCA,CENTRO DEL VALLE,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.0603323657 3.9647265895)
290952,CR2017290952,2000,9,13,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-74.2412861592 11.0066568813)
290953,,2000,9,13,5604,REMEDIOS,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.695944258 7.0260940527)
290954,CR005211,2000,9,13,70204,COLOSO,SUCRE,MONTES DE MARIA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,0,0,0,1,0,0,1,1,,,15,OBJETO CONTUNDENTE,POINT (-75.3532567549 9.4941928581)
290955,CR046238,2000,9,16,13160,CANTAGALLO,BOLIVAR,MAGDALENA MEDIO,INCURSIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.04414126 7.362350781)
290956,,2000,9,16,70508,OVEJAS,SUCRE,MONTES DE MARIA,RESISTENCIA A LA RETENCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.1854828205 9.5219711849)
290957,,2000,9,17,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,7,ARMA DE FUEGO,POINT (-72.8997210617 8.9982784918)
290958,,2000,9,18,23807,TIERRALTA,CORDOBA,URABA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,1,0,0,0,0,0,,,14,ND,POINT (-76.0596965873 8.1703786843)
290959,,2000,9,18,23807,TIERRALTA,CORDOBA,URABA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,1,0,0,0,0,0,,,14,ND,POINT (-76.0596965873 8.1703786843)
290962,CR2017290962,2000,9,20,23807,TIERRALTA,CORDOBA,URABA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,1,0,2,,,13,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-76.0596965873 8.1703786843)
290966,,2000,9,21,23807,TIERRALTA,CORDOBA,URABA,ASALTO,AGENTE DEL ESTADO - GRUPO PARAMILITAR,NO APLICA,0,0,0,0,0,0,0,0,0,,,9,ARMA DE FUEGO,POINT (-76.0596965873 8.1703786843)
290967,,2000,9,21,44650,SAN JUAN DEL CESAR,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-72.8525572357 10.7353936486)
290968,,2000,9,21,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.2412861592 11.0066568813)
290969,,2000,9,21,25148,CAPARRAPI,CUNDINAMARCA,NOROCCIDENTE DE CUNDINAMARCA,RETENCIÓN/EJECUCIÓN,GUERRILLA,FARC,1,1,0,0,1,0,0,1,0,,,4,ARMA DE FUEGO,POINT (-74.491119562 5.3479432948)
290970,,2000,9,21,44650,SAN JUAN DEL CESAR,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-72.8525572357 10.7353936486)
290971,,2000,9,21,5360,ITAGUI,ANTIOQUIA,VALLE DE ABURRA,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,7,ND,POINT (-75.6143587142 6.1695976289)
290972,CR014047,2000,9,22,70713,SAN ONOFRE,SUCRE,MONTES DE MARIA,RUTA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.6146030915 9.6983265483)
290973,,2000,9,23,5045,APARTADO,ANTIOQUIA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.5624447274 7.8838030684)
290974,,2000,9,24,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-72.4740439171 7.785771787)
290975,,2000,9,25,5079,BARBOSA,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.3316442322 6.4392268816)
290976,,2000,10,1,5045,APARTADO,ANTIOQUIA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,1,12,,,12,ARMA DE FUEGO,POINT (-76.6259606537 7.8834174058)
290977,,2000,10,2,17042,ANSERMA,CALDAS,EJE CAFETERO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,4,,,4,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-75.7843426615 5.2364743911)
290978,CR046251,2000,10,2,76869,VIJES,VALLE DEL CAUCA,SUR DEL VALLE,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,1,1,4,,,9,ARMA DE FUEGO,POINT (-76.4419652068 3.6985879294)
290979,,2000,10,2,41396,LA PLATA,HUILA,SUR DEL HUILA,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.9680112101 2.2812297136)
290980,,2000,10,3,86757,SAN MIGUEL,PUTUMAYO,BAJO PUTUMAYO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.9124101937 0.3432722044)
290981,,2000,10,4,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
290983,CR046256,2000,10,7,19130,CAJIBIO,CAUCA,NORTE DEL CAUCA,RUTA,GUERRILLA,FARC,0,0,0,0,1,0,0,1,0,,,13,ARMA DE FUEGO,POINT (-76.8184023731 2.6937567041)
290984,,2000,10,8,5649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.9879525625 6.1879915689)
290985,,2000,10,8,5667,SAN RAFAEL,ANTIOQUIA,ORIENTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.0279838158 6.2937548758)
290986,,2000,10,8,20228,CURUMANI,CESAR,SERRANIA DEL PERIJA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.4798930562 9.3322297033)
290987,,2000,10,9,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-76.4972728472 0.5050467219)
290988,,2000,10,11,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,2,0,0,,,4,ARMA DE FUEGO,POINT (-78.7638541478 1.8071172501)
290991,CR046260,2000,10,12,5079,BARBOSA,ANTIOQUIA,VALLE DE ABURRA,REUNIÓN PÚBLICA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,0,0,0,,,12,ARMA DE FUEGO,POINT (-75.3316442322 6.4392268816)
290993,,2000,10,12,5045,APARTADO,ANTIOQUIA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-76.6259606537 7.8834174058)
290994,,2000,10,14,5697,EL SANTUARIO,ANTIOQUIA,ORIENTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,1,1,,,4,ARMA DE FUEGO,POINT (-75.2658497944 6.1370468581)
290995,,2000,10,15,70001,SINCELEJO,SUCRE,MORROSQUILLO Y SABANAS DE SUCRE,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,1,0,0,,,5,ARMA DE FUEGO,POINT (-75.3954835627 9.3023331044)
290996,CR046264,2000,10,16,13244,EL CARMEN DE BOLIVAR,BOLIVAR,MONTES DE MARIA,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,1,0,,,17,ARMA DE FUEGO - OBJETO CONTUNDENTE,POINT (-75.3411665787 9.6799570978)
290997,,2000,10,17,85001,YOPAL,CASANARE,PIEDEMONTE LLANERO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-72.3882346166 5.2262191169)
290998,,2000,10,17,54553,PUERTO SANTANDER,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,6,ND,POINT (-72.4103137832 8.360945615)
290999,,2000,10,17,54553,PUERTO SANTANDER,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,6,ND,POINT (-72.4103137832 8.360945615)
291000,,2000,10,19,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,6,0,4,,,4,ARMA DE FUEGO,POINT (-74.1178868502 11.1422265708)
291001,,2000,10,20,44420,LA JAGUA DEL PILAR,LA GUAJIRA,SERRANIA DEL PERIJA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA CORTO PUNZANTE,POINT (-73.07167902 10.5102140463)
291002,,2000,10,21,5667,SAN RAFAEL,ANTIOQUIA,ORIENTE ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-75.0279838158 6.2937548758)
291003,,2000,10,22,44420,LA JAGUA DEL PILAR,LA GUAJIRA,SERRANIA DEL PERIJA,REUNIÓN PÚBLICA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,2,,,4,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-73.07167902 10.5102140463)
291004,CR013134,2000,10,24,5034,ANDES,ANTIOQUIA,SUROESTE ANTIOQUEÑO,REUNIÓN PÚBLICA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-75.9650550585 5.7009290459)
291005,,2000,10,11,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,7,0,0,,,5,ARMA DE FUEGO,POINT (-78.7303822589 1.6299820845)
291006,,2000,10,25,20001,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,1,0,,,7,ARMA CORTO PUNZANTE,POINT (-73.7363705091 10.0792800586)
291008,,2000,12,31,8606,REPELON,ATLANTICO,CANAL DEL DIQUE,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS DE HERNÁN GIRALDO,1,0,0,0,1,0,0,0,0,,,5,OBJETO CONTUNDENTE,POINT (-75.1254816202 10.4933416667)
291009,,2000,10,29,23079,BUENAVISTA,CORDOBA,ALTO SINU Y SAN JORGE,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-75.4139402286 8.2826399627)
291011,,2000,10,29,5736,SEGOVIA,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,0,0,0,,,8,ARMA DE FUEGO,POINT (-74.7015910715 7.0796396792)
291012,,2000,10,29,5101,CIUDAD BOLIVAR,ANTIOQUIA,SUROESTE ANTIOQUEÑO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-76.021509205 5.8502732321)
291013,CR013412,2000,10,31,5361,ITUANGO,ANTIOQUIA,NORTE DE ANTIOQUIA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,1,1,0,,,8,ND,POINT (-75.7646731654 7.17162903)
291014,,2000,11,0,20228,CURUMANI,CESAR,SERRANIA DEL PERIJA,RUTA,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.5409865164 9.2018105922)
291015,,2000,11,3,5150,CAROLINA,ANTIOQUIA,NORTE DE ANTIOQUIA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,2,,,4,ARMA DE FUEGO,POINT (-75.2831701138 6.7259771459)
